sample_id,batch_id,collection_timestamp,feed_type,moisture_pct,protein_pct,fiber_pct,energy_mcal_per_kg,mineral_deficiency_index,urea_pct,sand_silica_pct,aflatoxin_ppb,fungal_load_index,mould_index_pct,storage_temperature_c,ph,sampling_depth_cm,device_id,firmware_version,measurement_repeat,spoilage_flag,adulteration_type,quality_status,split
F016530,B002349,2025-12-09 17:06:16.452548416,Feed Mash,15.82,14.06,12.15,3.09,14.46,4.41,0.52,9.04,1.82,15.81,34.57,,50.6,DEV-0008,1.2.0,2,0,None,Moderate,validation
F016531,B002291,2025-12-09 17:36:07.872262408,Silage,70.72,7.95,26.66,2.21,13.3,4.69,0.0,5.28,3.71,21.49,30.55,4.66,52.1,DEV-0106,1.1.0,3,0,None,Moderate,train
F016532,B000319,2025-12-09 18:05:59.291976400,Silage,67.23,8.89,37.98,1.72,25.14,0.12,2.06,11.63,5.12,50.92,37.87,5.45,32.3,DEV-0146,1.1.0,3,1,None,Poor,train
F016533,B007076,2025-12-09 18:35:50.711690388,Silage,67.43,7.01,31.63,2.13,13.4,2.51,0.59,2.41,3.91,10.97,29.0,5.78,32.9,DEV-0149,1.2.0,2,1,None,Poor,train
F016534,B006004,2025-12-09 19:05:42.131404380,Silage,65.62,,34.76,2.55,19.73,0.0,0.0,9.82,0.32,12.46,25.65,4.47,29.6,DEV-0027,1.1.0,1,0,None,Moderate,train
F016535,B002905,2025-12-09 19:35:33.551118368,Silage,63.12,12.31,20.82,1.77,9.68,0.39,1.15,2.01,0.77,9.87,34.84,4.84,34.2,DEV-0125,1.1.0,1,0,None,Good,train
F016536,B002058,2025-12-09 20:05:24.970832360,Mineral Mixture,5.1,15.67,9.06,1.4,5.63,0.9,1.94,9.89,6.35,7.54,40.16,,21.6,DEV-0140,1.2.0,1,0,None,Moderate,train
F016537,B006978,2025-12-09 20:35:16.390546352,Feed Mash,8.86,22.63,15.96,2.92,9.94,0.0,0.67,0.83,2.64,3.68,25.37,,7.2,DEV-0073,1.0.0,3,0,None,Moderate,validation
F016538,B008006,2025-12-09 21:05:07.810260340,Cattle Feed Pellet,13.12,18.11,20.3,3.06,16.95,1.47,0.72,5.32,2.5,12.12,22.68,,4.5,DEV-0023,1.2.0,3,0,None,Moderate,train
F016539,B002957,2025-12-09 21:34:59.229974332,Cattle Feed Pellet,14.52,,25.22,2.76,2.68,0.78,1.14,3.31,0.0,15.2,27.33,,37.9,DEV-0113,1.2.0,2,0,None,Moderate,test
F016540,B008350,2025-12-09 22:04:50.649688324,Silage,61.62,5.83,27.51,2.12,0.42,0.0,2.62,4.05,3.38,1.14,24.58,4.56,52.7,DEV-0135,1.1.0,1,0,None,Good,train
F016541,B004966,2025-12-09 22:34:42.069402312,Cattle Feed Pellet,12.15,19.46,14.46,3.11,2.33,1.33,0.6,4.57,2.7,0.0,29.73,,18.6,DEV-0147,1.1.0,2,0,None,Moderate,train
F016542,B000403,2025-12-09 23:04:33.489116304,Cattle Feed Pellet,9.29,15.89,19.33,2.77,23.02,1.41,1.82,44.94,5.75,48.04,42.64,,43.7,DEV-0017,1.2.0,2,0,None,Unsafe,train
F016543,B005311,2025-12-09 23:34:24.908830292,Mineral Mixture,5.92,11.67,7.83,1.0,32.0,1.73,0.76,61.41,10.43,81.99,33.57,,23.5,DEV-0134,1.1.0,2,0,Mould/Fungal Contamination,Unsafe,train
F016544,B005271,2025-12-10 00:04:16.328544284,Silage,66.52,7.2,35.26,2.17,15.88,1.92,1.6,6.78,5.17,15.25,28.61,4.88,58.8,DEV-0083,1.1.0,2,0,None,Moderate,train
F016545,B003307,2025-12-10 00:34:07.748258276,Silage,79.28,5.36,33.03,2.09,16.72,0.0,1.34,1.08,3.03,8.96,37.33,4.38,22.3,DEV-0021,1.1.0,2,1,None,Poor,train
F016546,B007386,2025-12-10 01:03:59.167972264,Cattle Feed Pellet,11.73,20.75,16.23,2.58,13.3,1.22,0.11,6.38,5.82,35.14,40.42,,14.7,DEV-0042,1.1.0,2,0,None,Moderate,test
F016547,B005234,2025-12-10 01:33:50.587686256,Silage,71.41,9.0,23.64,1.77,0.97,0.57,2.36,6.91,1.46,1.76,29.37,5.0,5.3,DEV-0112,1.0.0,2,0,None,Moderate,train
F016548,B006970,2025-12-10 02:03:42.007400248,Cattle Feed Pellet,13.36,18.74,16.76,3.1,22.8,0.0,0.0,7.07,0.0,16.05,32.58,,38.4,DEV-0113,1.1.0,1,0,None,Moderate,train
F016549,B002881,2025-12-10 02:33:33.427114236,Silage,59.61,12.63,24.31,2.29,8.56,0.0,0.74,5.3,2.42,23.2,31.34,5.09,58.6,DEV-0109,1.1.0,3,0,None,Good,train
F016550,B001273,2025-12-10 03:03:24.846828228,Silage,63.51,9.67,28.26,2.04,9.68,1.87,7.22,5.39,5.47,47.9,29.99,5.38,24.6,DEV-0150,1.1.0,2,1,None,Poor,train
F016551,B002371,2025-12-10 03:33:16.266542216,Cattle Feed Pellet,12.0,26.87,19.84,2.69,9.71,1.55,0.61,9.53,3.73,18.29,24.22,,35.8,DEV-0114,1.0.0,1,0,None,Moderate,train
F016552,B008549,2025-12-10 04:03:07.686256208,Cattle Feed Pellet,11.86,24.4,17.89,2.83,16.93,0.0,0.0,1.93,3.39,9.28,20.57,,11.0,DEV-0103,1.0.0,2,0,None,Moderate,train
F016553,B005938,2025-12-10 04:32:59.105970200,Mineral Mixture,5.23,17.64,8.45,1.0,15.82,0.55,0.0,62.23,11.18,87.12,26.07,,39.2,DEV-0094,1.2.0,2,0,Mould/Fungal Contamination,Unsafe,train
F016554,B006802,2025-12-10 05:02:50.525684188,Silage,73.81,12.0,21.19,2.18,12.53,1.28,1.39,1.26,1.88,0.0,21.72,4.71,18.1,DEV-0115,1.1.0,1,0,None,Moderate,train
F016555,B003566,2025-12-10 05:32:41.945398180,Silage,62.85,7.39,29.56,2.61,9.23,0.17,0.0,3.6,4.82,28.3,32.46,5.42,22.8,DEV-0083,1.1.0,2,0,None,Good,train
F016556,B002792,2025-12-10 06:02:33.365112168,Silage,53.91,9.35,26.37,2.77,15.46,0.0,0.58,2.46,1.18,9.4,36.52,4.96,38.4,DEV-0135,1.1.0,2,0,None,Good,test
F016557,B008249,2025-12-10 06:32:24.784826160,Cattle Feed Pellet,18.88,12.71,12.92,3.07,35.12,10.99,0.77,49.05,8.1,65.69,30.5,,22.2,DEV-0116,1.0.0,2,0,Urea Adulteration,Unsafe,train
F016558,B008274,2025-12-10 07:02:16.204540152,Silage,67.49,8.41,27.94,2.15,25.59,6.16,1.62,9.75,6.5,40.38,25.96,5.27,9.9,DEV-0090,1.1.0,1,0,None,Moderate,train
F016559,B001972,2025-12-10 07:32:07.624254140,Feed Mash,8.5,20.53,,2.55,0.0,0.66,0.16,8.36,2.89,0.93,26.27,,50.1,DEV-0092,1.2.0,1,0,None,Good,train
F016560,B005376,2025-12-10 08:01:59.043968132,Silage,59.49,5.96,23.03,2.06,32.86,0.3,10.6,16.43,5.07,39.91,33.26,6.36,19.0,DEV-0143,1.2.0,1,1,Sand/Silica Contamination,Poor,train
F016561,B001083,2025-12-10 08:31:50.463682124,Silage,59.25,6.26,17.23,2.2,10.22,0.94,2.17,1.41,5.6,29.55,33.46,4.55,42.3,DEV-0090,1.1.0,1,0,None,Good,train
F016562,B000768,2025-12-10 09:01:41.883396112,Cattle Feed Pellet,12.73,10.51,7.31,2.96,14.21,1.05,2.19,6.37,5.42,7.73,29.09,,7.7,DEV-0123,1.1.0,3,0,None,Good,train
F016563,B006380,2025-12-10 09:31:33.303110104,Silage,50.77,13.78,27.5,2.01,6.44,0.22,1.26,2.61,5.24,23.7,33.19,5.81,20.5,DEV-0089,1.1.0,1,1,None,Poor,train
F016564,B007797,2025-12-10 10:01:24.722824092,Silage,66.39,10.1,35.17,2.65,19.35,0.5,0.28,7.33,6.43,27.71,24.35,4.42,12.6,DEV-0105,1.1.0,2,0,None,Moderate,test
F016565,B004653,2025-12-10 10:31:16.142538084,Mineral Mixture,2.6,15.32,4.84,,22.22,0.49,0.44,4.02,4.43,8.07,27.65,,7.5,DEV-0070,1.0.0,3,0,None,Good,validation
F016566,B000653,2025-12-10 11:01:07.562252076,Feed Mash,14.35,18.03,21.1,2.33,7.22,0.68,1.84,7.73,1.53,27.73,29.4,,36.8,DEV-0008,1.1.0,3,0,None,Poor,train
F016567,B005426,2025-12-10 11:30:58.981966064,Cattle Feed Pellet,12.22,22.75,18.55,3.04,13.71,0.93,0.6,1.32,1.76,0.86,29.9,,38.0,DEV-0023,1.0.0,2,0,None,Good,test
F016568,B002613,2025-12-10 12:00:50.401680056,Cattle Feed Pellet,15.95,28.39,13.63,2.41,16.57,0.0,1.9,5.37,4.88,39.35,34.16,,30.2,DEV-0001,1.1.0,1,0,None,Poor,train
F016569,B001029,2025-12-10 12:30:41.821394044,Feed Mash,14.59,13.39,15.92,2.44,24.86,1.66,1.56,81.54,5.97,61.74,30.38,,13.8,DEV-0025,1.1.0,3,0,Mould/Fungal Contamination,Unsafe,train
F016570,B004975,2025-12-10 13:00:33.241108036,Feed Mash,8.86,24.46,15.17,2.9,19.63,0.61,0.02,9.35,1.44,31.16,36.91,,30.4,DEV-0011,1.2.0,2,0,None,Moderate,train
F016571,B000525,2025-12-10 13:30:24.660822028,Cattle Feed Pellet,13.0,24.24,15.36,2.81,29.03,0.57,0.0,57.99,4.03,56.43,28.03,,29.5,DEV-0079,1.2.0,1,0,Mould/Fungal Contamination,Unsafe,train
F016572,B005495,2025-12-10 14:00:16.080536016,Silage,62.51,8.53,23.96,2.54,22.6,7.07,1.84,11.41,9.03,62.25,27.58,6.1,16.8,DEV-0144,1.2.0,2,1,Mould/Fungal Contamination,Unsafe,train
F016573,B008937,2025-12-10 14:30:07.500250008,Feed Mash,8.8,19.14,13.2,2.03,10.18,0.82,0.0,2.69,0.0,38.95,27.75,,17.2,DEV-0087,1.0.0,3,0,None,Good,train
F016574,B000052,2025-12-10 14:59:58.919964000,Cattle Feed Pellet,11.17,23.26,15.62,3.39,11.18,1.45,0.0,2.07,4.8,27.33,17.37,,27.3,DEV-0043,1.1.0,3,0,None,Moderate,train
F016575,B000176,2025-12-10 15:29:50.339677988,Silage,65.11,10.59,24.49,2.66,17.43,1.03,1.4,1.26,6.39,10.42,38.12,4.11,21.4,DEV-0050,1.1.0,1,1,None,Poor,train
F016576,B006131,2025-12-10 15:59:41.759391980,Feed Mash,19.69,16.27,21.09,2.85,11.58,4.94,0.0,4.41,2.18,14.05,29.36,,26.2,DEV-0106,1.1.0,2,0,None,Good,train
F016577,B008782,2025-12-10 16:29:33.179105968,Silage,68.71,10.35,19.73,2.5,8.39,0.26,1.32,2.29,0.34,0.0,29.71,,1.9,DEV-0078,1.2.0,3,0,None,Good,train
F016578,B006058,2025-12-10 16:59:24.598819960,Feed Mash,17.22,18.78,11.65,3.4,0.63,0.91,0.0,0.45,2.84,10.25,30.86,,56.8,DEV-0115,1.2.0,1,0,None,Good,train
F016579,B006555,2025-12-10 17:29:16.018533952,Mineral Mixture,4.3,3.0,7.2,1.69,15.42,0.2,1.85,1.29,2.52,8.52,27.45,,22.1,DEV-0096,1.2.0,2,0,None,Good,train
F016580,B007913,2025-12-10 17:59:07.438247940,Silage,70.92,8.9,27.48,2.63,7.78,1.57,1.47,1.12,1.76,25.12,25.91,4.31,13.5,DEV-0041,1.1.0,2,0,None,Good,train
F016581,B008780,2025-12-10 18:28:58.857961932,Cattle Feed Pellet,13.71,25.13,16.65,2.5,25.19,6.9,0.1,4.83,5.0,41.31,30.09,,49.7,DEV-0050,1.2.0,2,0,None,Poor,train
F016582,B007570,2025-12-10 18:58:50.277675920,Cattle Feed Pellet,15.01,24.31,14.95,3.09,24.14,1.06,0.0,1.46,0.0,0.0,24.89,,53.1,DEV-0137,1.1.0,2,0,None,Good,train
F016583,B005939,2025-12-10 19:28:41.697389912,Cattle Feed Pellet,14.05,20.75,16.69,3.0,6.32,1.92,0.8,16.11,1.62,0.0,34.64,,20.5,DEV-0056,1.2.0,1,0,None,Poor,train
F016584,B003535,2025-12-10 19:58:33.117103904,Cattle Feed Pellet,8.31,19.98,16.35,2.96,21.51,1.38,1.44,69.66,7.77,45.21,37.51,,59.3,DEV-0041,1.0.0,1,0,None,Unsafe,train
F016585,B000250,2025-12-10 20:28:24.536817892,Silage,74.17,10.48,25.36,2.15,16.49,0.0,1.1,9.98,3.53,51.03,29.56,5.21,17.0,DEV-0072,1.1.0,1,1,None,Poor,train
F016586,B000084,2025-12-10 20:58:15.956531884,Feed Mash,12.69,22.42,19.61,2.55,7.89,0.0,1.11,1.35,1.64,19.73,27.51,,39.6,DEV-0080,1.1.0,2,0,None,Moderate,train
F016587,B007016,2025-12-10 21:28:07.376245876,Silage,72.31,9.27,21.95,2.15,11.53,4.14,1.27,5.72,5.3,14.26,28.87,5.35,13.7,DEV-0030,1.0.0,1,0,Excess Salt,Moderate,train
F016588,B008560,2025-12-10 21:57:58.795959864,Cattle Feed Pellet,12.13,17.7,11.96,2.33,14.2,2.38,0.0,2.97,1.84,33.4,27.22,,28.8,DEV-0116,1.0.0,1,0,None,Moderate,test
F016589,B001977,2025-12-10 22:27:50.215673856,Silage,79.48,9.66,22.65,2.21,9.56,0.15,0.89,2.09,5.92,11.97,26.08,4.96,41.9,DEV-0062,1.1.0,3,0,None,Poor,train
F016590,B000503,2025-12-10 22:57:41.635387844,Silage,70.21,4.54,26.88,2.13,11.93,3.4,0.38,0.3,5.78,6.13,31.98,4.8,14.8,DEV-0085,1.0.0,3,0,None,Moderate,train
F016591,B005833,2025-12-10 23:27:33.055101836,Feed Mash,11.95,23.56,12.28,3.02,17.69,1.04,0.54,5.42,1.72,26.0,27.11,,55.5,DEV-0125,1.2.0,1,0,None,Good,train
F016592,B002777,2025-12-10 23:57:24.474815828,Silage,64.62,7.34,28.93,2.03,13.63,2.16,5.01,3.29,4.37,19.26,29.75,5.28,28.0,DEV-0047,1.2.0,2,0,None,Good,train
F016593,B008584,2025-12-11 00:27:15.894529816,Cattle Feed Pellet,10.62,26.13,10.17,2.91,12.04,1.77,1.89,12.1,4.88,15.08,28.93,,53.3,DEV-0102,1.0.0,3,0,None,Moderate,train
F016594,B004211,2025-12-11 00:57:07.314243808,Silage,70.86,7.39,24.62,1.82,25.27,2.02,1.75,4.72,3.83,37.74,34.86,4.57,46.9,DEV-0092,1.1.0,2,0,None,Poor,train
F016595,B002841,2025-12-11 01:26:58.733957796,Feed Mash,7.98,14.07,17.16,2.71,21.2,1.63,0.9,3.8,2.78,9.9,35.55,,23.8,DEV-0055,1.1.0,3,0,None,Good,train
F016596,B008663,2025-12-11 01:56:50.153671788,Cattle Feed Pellet,11.74,18.76,13.35,2.4,27.83,0.34,0.87,41.71,6.19,62.85,26.21,,14.7,DEV-0015,1.1.0,3,0,Mould/Fungal Contamination,Unsafe,train
F016597,B007125,2025-12-11 02:26:41.573385780,Cattle Feed Pellet,9.25,22.09,10.57,2.31,4.37,0.34,1.13,3.27,1.3,15.95,27.08,,17.7,DEV-0115,1.1.0,3,0,None,Good,test
F016598,B001306,2025-12-11 02:56:32.993099768,Cattle Feed Pellet,9.61,20.37,14.31,2.65,8.25,2.12,1.2,3.85,1.66,13.81,37.34,,48.2,DEV-0066,1.0.0,2,0,None,Moderate,train
F016599,B002825,2025-12-11 03:26:24.412813760,Silage,63.34,11.53,30.11,1.99,10.48,0.0,1.49,4.75,0.0,5.79,32.48,4.85,25.1,DEV-0070,1.0.0,1,0,None,Moderate,train
F016600,B005086,2025-12-11 03:56:15.832527752,Cattle Feed Pellet,10.91,9.87,17.59,,21.41,1.66,0.42,1.08,0.38,18.94,21.46,,37.1,DEV-0013,1.1.0,2,0,None,Good,validation
F016601,B002842,2025-12-11 04:26:07.252241740,Feed Mash,9.15,19.88,23.73,2.33,11.48,4.26,0.58,2.68,3.72,37.38,26.53,,37.3,DEV-0030,1.1.0,3,0,None,Good,train
F016602,B002449,2025-12-11 04:55:58.671955732,Cattle Feed Pellet,12.46,19.65,12.54,2.04,14.81,3.81,0.77,6.75,6.73,26.45,29.87,,12.3,DEV-0014,1.2.0,3,0,None,Moderate,train
F016603,B000946,2025-12-11 05:25:50.091669720,Mineral Mixture,6.86,3.49,2.5,1.9,17.5,0.51,1.03,14.92,2.67,27.84,26.73,,32.7,DEV-0017,1.1.0,2,0,None,Moderate,validation
F016604,B003402,2025-12-11 05:55:41.511383712,Mineral Mixture,6.01,23.44,5.63,1.99,1.8,0.0,0.51,3.79,1.86,9.44,37.58,,29.9,DEV-0123,1.1.0,3,0,None,Good,validation
F016605,B007249,2025-12-11 06:25:32.931097704,Cattle Feed Pellet,11.33,18.99,15.1,2.79,16.74,1.78,10.38,8.06,8.65,47.74,28.0,,8.2,DEV-0006,1.1.0,2,0,Sand/Silica Contamination,Poor,train
F016606,B007063,2025-12-11 06:55:24.350811692,Feed Mash,19.0,17.25,15.24,2.66,12.38,2.08,1.91,3.23,3.66,11.94,29.33,,23.0,DEV-0136,1.2.0,1,0,None,Moderate,validation
F016607,B008801,2025-12-11 07:25:15.770525684,Feed Mash,7.98,22.5,14.83,2.67,28.88,0.0,15.4,50.78,9.09,73.76,34.66,,10.1,DEV-0124,1.1.0,2,0,Sand/Silica Contamination,Unsafe,train
F016608,B001926,2025-12-11 07:55:07.190239672,Cattle Feed Pellet,13.5,22.19,18.83,2.66,5.16,0.71,1.75,5.34,1.5,27.23,30.2,,1.6,DEV-0120,1.0.0,2,0,None,Moderate,train
F016609,B002110,2025-12-11 08:24:58.609953664,Cattle Feed Pellet,15.11,16.55,12.83,3.07,24.49,0.48,0.0,5.57,3.89,25.59,29.9,,13.8,DEV-0081,1.2.0,1,0,None,Moderate,validation
F016610,B008931,2025-12-11 08:54:50.029667656,Cattle Feed Pellet,10.43,22.79,11.23,2.61,0.0,1.69,1.49,10.33,0.71,29.14,23.84,,56.1,DEV-0087,1.2.0,2,0,None,Moderate,validation
F016611,B002504,2025-12-11 09:24:41.449381644,Cattle Feed Pellet,11.0,20.91,15.74,2.63,9.56,0.67,1.67,7.73,5.7,21.53,24.87,,3.5,DEV-0109,1.2.0,3,0,None,Moderate,test
F016612,B005523,2025-12-11 09:54:32.869095636,Silage,71.07,9.43,32.57,,15.2,1.2,1.61,5.41,0.0,33.31,31.47,5.53,49.9,DEV-0004,1.2.0,1,1,None,Poor,train
F016613,B005331,2025-12-11 10:24:24.288809628,Cattle Feed Pellet,14.81,22.68,13.22,2.41,13.61,2.44,2.72,3.54,6.36,20.41,29.59,,17.5,DEV-0082,1.2.0,1,0,None,Moderate,test
F016614,B004425,2025-12-11 10:54:15.708523616,Feed Mash,17.25,24.65,12.73,2.95,4.95,1.4,0.0,2.38,0.58,12.31,31.2,,52.4,DEV-0079,1.0.0,2,0,None,Poor,test
F016615,B001010,2025-12-11 11:24:07.128237608,Mineral Mixture,5.05,7.52,3.64,1.36,22.05,0.0,1.92,44.36,7.12,46.87,33.16,,33.4,DEV-0086,1.2.0,2,0,None,Poor,train
F016616,B005586,2025-12-11 11:53:58.547951596,Feed Mash,12.71,14.33,14.06,3.07,20.66,1.57,0.04,5.53,1.84,16.61,29.7,,46.1,DEV-0119,1.1.0,1,0,None,Good,train
F016617,B008483,2025-12-11 12:23:49.967665588,Silage,71.54,10.5,25.39,2.1,25.05,0.05,0.84,2.22,1.07,5.29,23.4,5.44,22.3,DEV-0048,1.2.0,3,0,None,Moderate,train
F016618,B001135,2025-12-11 12:53:41.387379580,Feed Mash,10.7,21.58,,3.26,12.04,1.02,0.86,2.53,1.63,10.37,28.22,,33.3,DEV-0118,1.0.0,1,0,None,Good,train
F016619,B002247,2025-12-11 13:23:32.807093568,Cattle Feed Pellet,5.39,18.75,20.61,2.42,14.52,0.77,0.0,22.13,9.51,51.12,29.09,,13.9,DEV-0109,1.1.0,3,0,None,Poor,train
F016620,B006805,2025-12-11 13:53:24.226807560,Cattle Feed Pellet,5.0,15.35,16.59,,8.25,2.21,2.5,7.9,1.64,30.41,35.48,,29.7,DEV-0078,1.1.0,2,0,None,Good,train
F016621,B004229,2025-12-11 14:23:15.646521552,Cattle Feed Pellet,11.58,22.08,8.48,2.84,17.72,0.96,0.57,3.9,3.89,19.21,19.15,,32.7,DEV-0037,1.0.0,1,0,None,Moderate,train
F016622,B001567,2025-12-11 14:53:07.066235540,Feed Mash,15.66,15.33,16.34,2.41,14.24,1.4,0.58,2.67,4.29,16.48,43.56,,17.4,DEV-0098,1.0.0,3,0,None,Poor,train
F016623,B008997,2025-12-11 15:22:58.485949532,Cattle Feed Pellet,13.2,20.93,18.05,2.37,16.17,3.75,0.12,4.27,0.76,34.45,32.8,,20.5,DEV-0082,1.1.0,1,0,None,Good,validation
F016624,B006701,2025-12-11 15:52:49.905663520,Silage,70.27,11.65,32.0,1.95,9.24,3.05,0.98,6.07,0.0,4.87,21.24,5.23,7.1,DEV-0023,1.1.0,3,0,None,Moderate,train
F016625,B000794,2025-12-11 16:22:41.325377512,Mineral Mixture,1.39,11.03,,2.38,17.97,1.27,1.18,4.16,5.29,24.98,31.32,,21.1,DEV-0107,1.2.0,3,0,None,Good,train
F016626,B000936,2025-12-11 16:52:32.745091504,Feed Mash,14.88,24.57,21.76,2.9,20.15,6.79,1.03,11.25,7.0,28.35,39.12,,10.7,DEV-0076,1.1.0,2,0,None,Poor,train
F016627,B007574,2025-12-11 17:22:24.164805492,Cattle Feed Pellet,8.3,21.91,13.04,2.61,17.96,0.41,0.89,7.18,0.2,3.5,20.32,,20.0,DEV-0072,1.1.0,3,0,None,Good,train
F016628,B002300,2025-12-11 17:52:15.584519484,Feed Mash,12.33,19.08,25.66,2.6,16.38,0.82,1.44,5.95,7.25,37.44,36.94,,47.1,DEV-0114,1.1.0,2,0,None,Poor,train
F016629,B005622,2025-12-11 18:22:07.004233472,Cattle Feed Pellet,14.2,17.42,13.36,3.04,24.22,0.43,2.06,8.16,3.11,23.34,28.78,,57.0,DEV-0099,1.1.0,2,0,None,Moderate,train
F016630,B004777,2025-12-11 18:51:58.423947464,Mineral Mixture,7.21,3.0,4.07,1.81,1.34,1.48,0.33,3.13,0.0,18.65,32.57,,20.1,DEV-0108,1.1.0,1,0,None,Good,validation
F016631,B003362,2025-12-11 19:21:49.843661456,Cattle Feed Pellet,11.52,18.3,20.01,2.51,23.11,0.0,0.78,3.29,4.1,36.85,36.25,,39.4,DEV-0109,1.1.0,1,0,None,Good,test
F016632,B003306,2025-12-11 19:51:41.263375444,Mineral Mixture,5.02,11.95,9.82,1.45,16.61,1.2,0.89,16.62,7.66,30.43,31.91,,14.7,DEV-0048,1.1.0,3,0,None,Moderate,train
F016633,B001573,2025-12-11 20:21:32.683089436,Silage,71.17,10.55,18.2,2.14,22.48,4.42,1.08,1.29,2.67,23.07,32.27,5.88,53.6,DEV-0101,1.2.0,3,1,None,Poor,train
F016634,B008016,2025-12-11 20:51:24.102803428,Silage,78.95,9.13,21.47,2.2,18.18,1.12,8.0,9.61,3.37,39.62,25.11,5.32,49.5,DEV-0078,1.0.0,1,0,Sand/Silica Contamination,Poor,validation
F016635,B004307,2025-12-11 21:21:15.522517416,Silage,71.66,7.27,31.1,2.45,6.23,1.26,0.48,4.6,5.97,19.51,30.25,4.61,37.4,DEV-0118,1.1.0,1,0,None,Good,train
F016636,B004473,2025-12-11 21:51:06.942231408,Cattle Feed Pellet,13.31,24.46,11.04,3.21,6.07,9.94,10.69,54.17,5.52,62.28,27.39,,32.6,DEV-0050,1.2.0,1,0,Urea Adulteration,Unsafe,train
F016637,B007223,2025-12-11 22:20:58.361945396,Cattle Feed Pellet,11.43,15.85,14.15,2.55,17.97,3.99,0.0,4.46,4.18,28.76,28.83,,26.6,DEV-0054,1.1.0,1,0,None,Good,train
F016638,B008798,2025-12-11 22:50:49.781659388,Silage,54.03,7.52,29.11,1.96,29.18,0.0,1.11,9.54,4.75,32.76,35.37,5.27,23.0,DEV-0028,1.0.0,2,0,None,Moderate,validation
F016639,B004126,2025-12-11 23:20:41.201373380,Mineral Mixture,4.95,13.14,2.69,2.05,14.88,1.5,0.24,4.82,0.13,0.21,31.57,,20.4,DEV-0009,1.2.0,3,0,None,Good,validation
F016640,B007012,2025-12-11 23:50:32.621087368,Cattle Feed Pellet,14.08,19.11,12.35,2.49,14.67,4.8,0.07,5.24,2.47,21.53,21.42,,3.1,DEV-0027,1.1.0,3,0,None,Moderate,train
F016641,B004194,2025-12-12 00:20:24.040801360,Silage,61.61,8.36,38.21,2.26,21.7,2.34,0.74,8.01,5.68,28.1,35.72,5.81,9.6,DEV-0134,1.0.0,3,1,None,Poor,validation
F016642,B008733,2025-12-12 00:50:15.460515348,Mineral Mixture,1.0,15.06,,1.41,15.29,0.0,0.0,3.97,2.2,23.61,24.04,,0.2,DEV-0148,1.2.0,1,0,None,Good,train
F016643,B004052,2025-12-12 01:20:06.880229340,Cattle Feed Pellet,10.47,22.49,16.72,3.01,13.38,4.99,2.0,6.9,3.93,11.69,26.29,,49.7,DEV-0150,1.1.0,1,0,None,Good,train
F016644,B005833,2025-12-12 01:49:58.299943332,Feed Mash,16.28,14.12,15.71,2.79,9.63,0.86,1.53,1.88,1.51,15.61,29.64,,36.1,DEV-0029,1.1.0,3,0,None,Good,train
F016645,B004745,2025-12-12 02:19:49.719657320,Cattle Feed Pellet,10.76,23.86,14.43,2.51,6.54,1.48,1.39,5.15,0.0,21.82,32.57,,56.6,DEV-0046,1.2.0,3,0,None,Good,test
F016646,B005109,2025-12-12 02:49:41.139371312,Cattle Feed Pellet,14.93,18.97,10.35,2.27,18.23,0.21,1.87,10.89,4.2,53.14,33.98,,5.0,DEV-0077,1.2.0,1,0,None,Poor,train
F016647,B002310,2025-12-12 03:19:32.559085304,Silage,60.17,11.78,34.29,2.45,13.02,6.87,7.66,6.01,6.97,42.85,25.89,6.43,5.4,DEV-0050,1.0.0,1,1,None,Poor,test
F016648,B002392,2025-12-12 03:49:23.978799292,Cattle Feed Pellet,10.75,11.29,15.74,3.5,13.7,0.68,0.61,10.07,0.0,23.78,31.39,,25.4,DEV-0071,1.1.0,2,0,None,Good,train
F016649,B006270,2025-12-12 04:19:15.398513284,Silage,73.35,11.4,32.81,1.92,15.3,1.57,0.5,1.62,1.32,31.33,24.92,4.85,9.1,DEV-0084,1.1.0,2,0,None,Moderate,test
F016650,B001314,2025-12-12 04:49:06.818227272,Silage,66.26,8.04,,2.14,21.04,0.0,1.53,17.07,4.18,41.37,41.15,5.45,25.2,DEV-0036,1.1.0,1,1,None,Poor,train
F016651,B008555,2025-12-12 05:18:58.237941264,Silage,78.29,10.56,32.13,2.23,15.65,0.0,0.17,2.16,2.22,29.66,22.68,,58.9,DEV-0050,1.1.0,2,0,None,Poor,train
F016652,B005911,2025-12-12 05:48:49.657655256,Silage,74.32,10.78,20.65,2.16,6.19,0.29,2.88,1.77,4.61,2.83,25.48,4.66,40.8,DEV-0038,1.1.0,3,0,None,Moderate,train
F016653,B003559,2025-12-12 06:18:41.077369244,Feed Mash,20.63,12.05,15.52,2.71,23.61,1.89,0.98,11.92,3.22,44.57,27.47,,33.8,DEV-0060,1.1.0,1,0,None,Poor,train
F016654,B007575,2025-12-12 06:48:32.497083236,Silage,59.36,12.63,18.71,2.14,16.71,0.94,0.05,3.42,3.39,34.82,32.9,5.96,36.7,DEV-0054,1.2.0,3,1,None,Poor,train
F016655,B006170,2025-12-12 07:18:23.916797224,Feed Mash,8.26,12.47,19.55,2.71,15.86,0.0,3.9,1.59,4.11,18.28,21.29,,21.1,DEV-0045,1.2.0,1,0,None,Good,train
